nr;kuenstler_id;kuenstler;theoretiker_id;theoretiker;text;frage
37;louise-bourgeois;Louise Bourgeois;jacques-derrida;Jacques Derrida;Louise Bourgeois macht Abwesenheit häufig durch Räume, Gegenstände und körperliche Formen gegenwärtig. Jacques Derridas Begriff der Spur bezeichnet ebenfalls keine einfache Anwesenheit des Vergangenen: Etwas wirkt gegenwärtig, gerade weil das, worauf es verweist, nicht vollständig anwesend ist. Bourgeois gibt dieser paradoxen Struktur Material, Gewicht und Raum. Ein Kleidungsstück, ein Bett oder eine verschlossene Zelle kann etwas adressieren, ohne es zurückzubringen. Doch der wahrgenommene Gegenstand ist selbst vollständig gegenwärtig.;Kann eine Abwesenheit wahrgenommen werden, oder nehmen wir immer nur etwas wahr, das sie gegenwärtig bezeichnet?
38;marina-abramovic;Marina Abramović;gregory-bateson;Gregory Bateson;Marina Abramović verändert häufig wenige Bedingungen einer Situation und beobachtet, was daraus zwischen Körper, Publikum und Umgebung entsteht. Gregory Bateson versteht Information relational: Ein Unterschied wird nur dort relevant, wo er innerhalb eines Zusammenhangs einen weiteren Unterschied macht. Eine minimale Bewegung in einer Performance kann deshalb bedeutender werden als eine große Veränderung außerhalb ihrer Regeln. Die Situation entscheidet mit, welche Differenz überhaupt bemerkbar wird. Abramović fügt Batesons abstrakter Relation jedoch einen verletzlichen Körper hinzu.;Wann wird eine körperliche Veränderung zu Information für einen anderen Körper?
39;marina-abramovic;Marina Abramović;judith-butler;Judith Butler;Marina Abramović bezeichnet ihre Arbeiten ausdrücklich als Performances. Judith Butler meint mit Performativität jedoch etwas anderes: Handlungen werden sozial lesbar, weil sie an bereits bestehende Normen anschließen. Abramović kann Regeln, Dauer und Risiko einer Situation bestimmen, aber nicht von Grund auf festlegen, wie ihr Körper darin gelesen wird. Die Performance ist singulär, ihre soziale Lesbarkeit hat eine längere Geschichte.;Was an einer Performance ist schon vorher lesbar?
40;marina-abramovic;Marina Abramović;karen-barad;Karen Barad;Marina Abramović kann eine Situation so reduzieren, dass Körper, Gegenstände, Raum und Publikum ungewöhnlich stark voneinander abhängig werden. Karen Barad bestreitet, dass Beobachter und Beobachtetes solchen Situationen immer schon als vollständig getrennte Einheiten vorausgehen. Ein Apparat bringt bestimmte Grenzen und Bestimmbarkeiten erst hervor. Abramović scheint dafür ein ideales Beispiel zu liefern und zugleich ein Problem: Ihr Körper bleibt verletzlich, auch wenn seine Bedeutung relational entsteht. Ein Schnitt kann Rollen hervorbringen, aber nicht beliebig rückgängig machen, was körperlich geschehen ist.;Welche Grenzen entstehen erst in der Situation?
41;marina-abramovic;Marina Abramović;michel-serres;Michel Serres;Marina Abramović benutzt den Körper nicht nur als dargestelltes Motiv, sondern als Medium einer Situation mit dem Publikum. Michel Serres interessiert sich dafür, dass Übertragung niemals einfach von einem Punkt zum anderen gelangt: Kanäle enthalten Störungen, Umwege und Vermittlungen. Eine Performance scheint dagegen die Vermittlung möglichst weit zu reduzieren, Körper und Publikum teilen Ort und Zeit. Doch gerade diese scheinbare Unmittelbarkeit braucht Raum, Regeln, Aufmerksamkeit und körperliche Grenzen. Auch Anwesenheit besitzt einen Kanal.;Was bedeutet unmittelbare Begegnung, wenn selbst Anwesenheit Bedingungen ihrer Übertragung braucht?
42;marina-abramovic;Marina Abramović;henri-bergson;Henri Bergson;"Henri Bergson unterscheidet gelebte Dauer von einer Zeit, die in messbare Einheiten zerlegt und wie Stellen nebeneinandergereiht wird. Marina Abramović arbeitet häufig mit festgelegten Zeiträumen, Wiederholung und körperlichem Aushalten. Eine Performance kann in Stunden, Tagen oder Regeln beschrieben werden; damit ist jedoch nicht erfasst, wie diese Zeit für Körper und Publikum vergeht. Gerade die messbare Rahmung macht eine zweite Zeit bemerkbar: Ermüdung, Erwartung, Langeweile, Konzentration und Veränderung besitzen keine gleichförmigen Einheiten. Die Verräumlichung der Zeit stabilisiert die Versuchsanordnung, während ihre Verzeitlichung erst im irreversiblen Vollzug geschieht.";Was misst eine Dauerangabe, und was beginnt erst dort, wo die gemessene Zeit durchlebt werden muss?
43;rebecca-horn;Rebecca Horn;donna-haraway;Donna Haraway;Rebecca Horn verbindet Körper mit Federn, Stäben, Masken und Maschinen. Donna Haraways Cyborg stört gerade die klare Grenze zwischen Organismus und Technik. Horns Erweiterungen illustrieren diese Figur nicht einfach. Sie zeigen körperlich, dass Reichweite, Berührung und Handlung weder nur dem Körper noch nur dem Apparat gehören.;Wann wird eine technische Erweiterung Teil des Körpers?
44;rebecca-horn;Rebecca Horn;heinz-von-foerster;Heinz von Foerster;"Heinz von Foerster macht den Beobachter zum Bestandteil des Beobachtens. Rebecca Horn fügt dieser abstrakten Figur einen veränderbaren Körper hinzu. Ihre Apparate greifen in die Bedingungen ein, unter denen Entfernung, Bewegung und Berührung möglich werden. Damit verändert sich nicht bloß das Beobachtete, sondern der Apparat des Beobachtens selbst. Die Beobachterin kann ihre eigene Position nicht einfach verlassen; sie kann aber deren Bedingungen umbauen.";Kann man anders beobachten, ohne dabei auch zu einer anderen Beobachterin zu werden?
45;rebecca-horn;Rebecca Horn;michel-serres;Michel Serres;Bei Rebecca Horn entstehen Verbindungen durch Verlängerungen, Maschinen, Federn, Stäbe und bewegte Körper. Michel Serres interessiert sich für Passagen, aber ebenso für das Rauschen und die Veränderung, die jede Passage begleiten. Eine Prothese scheint zunächst eine Distanz zu überbrücken. Gleichzeitig erzeugt sie eine neue Distanz: Berührung findet nun über etwas statt, das zwischen Körper und Welt tritt. Verbindung und Trennung entstehen in derselben Operation.;Bringt uns eine Verlängerung näher an etwas heran, oder erzeugt sie eine neue Form des Dazwischen?
46;mona-hatoum;Mona Hatoum;n-katherine-hayles;N. Katherine Hayles;"N. Katherine Hayles kritisiert die Vorstellung, Information könne von ihrer materiellen Verkörperung abgelöst werden, ohne dass dabei etwas Entscheidendes verloren geht. Mona Hatoum lässt vertraute Formen gerade durch Material, Maßstab und räumliche Anordnung ihre Selbstverständlichkeit verlieren. Ein Gegenstand kann als Form eindeutig wiedererkennbar bleiben und für einen Körper dennoch zu etwas völlig anderem werden. Seine Geometrie ließe sich speichern und übertragen; Gewicht, Temperatur, Widerstand, Nähe und mögliche Gefährdung entstehen erst in einer konkreten Verkörperung. Hatoum macht damit sichtbar, dass dieselbe beschreibbare Struktur verschiedene Wahrnehmungssituationen hervorbringen kann.";Was bleibt von einer Form, wenn ihr Material austauschbar wird?
47;mona-hatoum;Mona Hatoum;hannah-arendt;Hannah Arendt;Hannah Arendt beschreibt eine gemeinsame Welt als etwas, das Menschen zugleich verbindet und voneinander trennt, vergleichbar mit einem Tisch, um den verschiedene Positionen versammelt sind. Mona Hatoum verwandelt gerade vertraute Dinge und räumliche Ordnungen immer wieder in prekäre Situationen. Der gemeinsame Gegenstand garantiert dann keine gemeinsame Erfahrung. Menschen können vor demselben Ding stehen und dennoch vollkommen verschieden davon betroffen sein. Räumliche Gemeinsamkeit und geteilte Welt fallen auseinander.;Was macht einen Raum gemeinsam, wenn die Menschen darin nicht unter denselben Bedingungen erscheinen können?
48;mona-hatoum;Mona Hatoum;judith-butler;Judith Butler;Judith Butler untersucht, wie Körper innerhalb sozialer Normen als bestimmte Körper erkennbar und lesbar werden. Mona Hatoum lässt häufig vertraute Ordnungen kippen, sodass ein Gegenstand oder Raum seine gewohnte Lesbarkeit verliert. Diese Irritation betrifft nicht nur Bedeutung, sondern den Körper, der sich dazu verhalten muss. Etwas kann bekannt aussehen und dennoch eine andere Bewegung, Distanz oder Vorsicht verlangen. Wahrnehmung und soziale Lesbarkeit geraten dadurch auseinander.;Was passiert mit einer Norm, wenn der Körper anders handeln muss?
49;doris-salcedo;Doris Salcedo;gilbert-simondon;Gilbert Simondon;Doris Salcedo arbeitet mit Gegenständen und architektonischen Eingriffen, in denen vergangene Gewalt gegenwärtig bleibt, ohne einfach dargestellt zu werden. Gilbert Simondon versteht Formen nicht als endgültige Zustände, sondern als vorläufige Lösungen von Spannungen. Salcedos Arbeiten scheinen dagegen gerade Spannungen zu stabilisieren, die keine Lösung gefunden haben. Möbel, Wände oder Spalten halten etwas fest, das nicht abgeschlossen werden kann. Form wäre hier weniger Lösung als fortgesetzte materielle Unruhe.;Kann eine Form etwas stabilisieren, gerade indem sie verhindert, dass eine Spannung verschwindet?
50;doris-salcedo;Doris Salcedo;gregory-bateson;Gregory Bateson;Gregory Batesons berühmte Bestimmung von Information verlangt einen Unterschied, der einen weiteren Unterschied macht. Doris Salcedo arbeitet häufig mit Abwesenheiten, deren Wirkung gerade darin besteht, dass etwas nicht mehr da ist. Eine Leerstelle kann deshalb einen Unterschied machen, obwohl sie selbst kein anwesendes Objekt ist. Das funktioniert jedoch nur innerhalb eines Zusammenhangs, in dem die Abwesenheit überhaupt bemerkbar wird. Der Kontext macht das Fehlende wirksam.;Kann Abwesenheit Information sein?
51;doris-salcedo;Doris Salcedo;henri-bergson;Henri Bergson;Henri Bergson versteht Vergangenheit nicht als Sammlung abgelegter Zeitpunkte, sondern als etwas, das in der gegenwärtigen Dauer weiterwirkt. Doris Salcedo gibt vergangenen Verlusten materielle Stellen in der Gegenwart. Ihre Arbeiten machen Vergangenheit jedoch nicht wieder gegenwärtig, als ließe sie sich zurückholen. Ein Gegenstand trägt vielmehr eine Differenz, die durch Zeit nicht aufgehoben wurde. Bergsons Dauer und Salcedos materielle Erinnerung treffen sich damit an einer schwierigen Grenze zwischen Fortwirken und Repräsentation.;Wie kann Vergangenheit gegenwärtig wirken, ohne wieder Gegenwart zu werden?
52;doris-salcedo;Doris Salcedo;niklas-luhmann;Niklas Luhmann;"Niklas Luhmann behandelt Vergangenheit als gegenwärtig verfügbare Konstruktion: Was geschehen ist, kann nicht zurückkehren, sondern nur durch gegenwärtige Operationen erinnert und bezeichnet werden. Doris Salcedo konfrontiert diese formale Härte mit Material, Körper und Verlust. Ein Werk kann vergangene Gewalt nicht wiederholen und den verlorenen Menschen nicht zurückbringen. Es kann aber gegenwärtige Bedingungen herstellen, unter denen die Abwesenheit erneut Aufmerksamkeit erhält. Kommunikation übernimmt das vergangene Ereignis nicht; sie organisiert eine neue Gegenwart darum herum.";Was genau kehrt wieder, wenn das Ereignis selbst unwiederholbar bleibt?
53;on-kawara;On Kawara;gilles-deleuze;Gilles Deleuze;"On Kawara wiederholt über Jahrzehnte dieselbe elementare Operation: ein Datum malen, am bezeichneten Tag, nach strengen Regeln; wird das Bild nicht bis Mitternacht fertig, wird es zerstört. Gilles Deleuze trennt Wiederholung vom bloßen Auftreten des Gleichen. Kawara scheint diese Unterscheidung fast experimentell zu prüfen. Die Regel bleibt stabil, während jeder Vollzug einen Tag bezeichnet, der nie wieder eintreten kann. Gerade die extreme Ähnlichkeit der Bilder macht ihre zeitliche Nichtidentität sichtbar.";Ist es die Wiederholung der Form, die uns erkennen lässt, dass sich der Moment niemals wiederholt?
54;on-kawara;On Kawara;jacques-derrida;Jacques Derrida;"On Kawaras Datumsbilder sind radikal eindeutig: Jedes bezeichnet genau den Tag, an dem es hergestellt wurde, und muss innerhalb dieses Tages vollendet sein. Jacques Derrida macht dagegen darauf aufmerksam, dass ein Zeichen gerade deshalb funktionieren kann, weil es seinen ursprünglichen Entstehungsmoment überlebt und in anderen Kontexten wieder lesbar wird. Kawaras Datum vollzieht genau dieses Paradox. 25 SEP. 2026 könnte einen einmaligen Tag bezeichnen und zugleich Jahrzehnte später wieder gelesen werden. Der Moment vergeht; seine Bezeichnung wird wiederholbar.";Was bleibt von einem Moment, wenn nur sein Zeichen weiterlebt?
55;on-kawara;On Kawara;susan-leigh-star;Susan Leigh Star;On Kawara macht Tage adressierbar: Datum, Format und Regeln verwandeln einmalige Lebenszeit in eine geordnete Serie. Die Today-Bilder folgen festgelegten Formaten und Produktionsregeln, während jeder einzelne Tag unwiederholbar bleibt. Susan Leigh Star untersucht Klassifikationen und Infrastrukturen, die heterogene Wirklichkeiten vergleichbar und koordinierbar machen. Der Kalender ist eine solche mächtige Infrastruktur: Milliarden verschiedener Erfahrungen können unter derselben Datumsstelle eingeordnet werden. Kawara benutzt diese Ordnung, ohne zu behaupten, sie enthalte den jeweiligen Tag.;Wie viel Verschiedenheit muss eine Klassifikation ignorieren, damit verschiedene Ereignisse überhaupt dieselbe Stelle teilen können?
56;on-kawara;On Kawara;wendy-hui-kyong-chun;Wendy Hui Kyong Chun;"On Kawara bindet jedes Datumsbild an einen einzigen Tag und eine strenge Regel seiner Herstellung. Wendy Hui Kyong Chun untersucht digitale Medien, die durch permanentes Aktualisieren den Eindruck fortgesetzter Gegenwart erzeugen. Beide verbinden Aktualität mit Wiederholung, aber in entgegengesetzter Weise. Bei Kawara wird jeder Tag abgeschlossen und unwiederbringlich Vergangenheit; im digitalen Update wird das Vergangene fortlaufend überschrieben, damit etwas als gegenwärtig erscheinen kann. Das eine Verfahren sammelt abgeschlossene Gegenwarten, das andere erzeugt Gegenwart durch Erneuerung.";Was wird aus Vergangenheit, wenn Gegenwart nur noch als nächstes Update erscheint?
57;tehching-hsieh;Tehching Hsieh;gilbert-simondon;Gilbert Simondon;Tehching Hsieh unterwirft seinen Alltag über lange Zeiträume einer einzigen Regel. Gilbert Simondon versteht Individuen nicht als fertige Einheiten, sondern als vorläufige Ergebnisse fortgesetzter Individuation. Hsiehs Performances stellen diese Prozesshaftigkeit unter ungewöhnlich starre Bedingungen. Die Regel bleibt gleich, während der Körper, der sie ausführt, sich mit jeder Stunde verändert. Stabil ist damit gerade nicht das Individuum, sondern die Anordnung, innerhalb derer seine Veränderung stattfindet.;Was wird durch eine Regel sichtbar, die länger gleich bleibt als der Körper, der ihr folgt?
58;tehching-hsieh;Tehching Hsieh;jacques-derrida;Jacques Derrida;Tehching Hsieh wiederholt Handlungen unter Regeln, deren Bedeutung gerade aus ihrer fortgesetzten Ausführung entsteht. Jacques Derrida beschreibt Wiederholbarkeit als Bedingung dafür, dass Zeichen und Handlungen über ihren ursprünglichen Kontext hinaus funktionieren können. Bei Hsieh trifft diese Wiederholbarkeit auf Lebenszeit: Der nächste Vollzug kann formal derselbe sein, aber nicht mehr im selben Moment und nicht mit demselben Körper stattfinden. Wiederholung benötigt eine erkennbare Form und produziert zugleich die Spur ihres Vergehens.;Was bedeutet „dasselbe noch einmal“, wenn bereits das Noch-einmal die Bedingungen verändert hat?
59;tehching-hsieh;Tehching Hsieh;karen-barad;Karen Barad;"Karen Barad richtet die Aufmerksamkeit auf Apparate, die nicht einfach neutrale Umgebungen sind, sondern daran mitwirken, welche Unterschiede überhaupt bestimmbar werden. Tehching Hsieh baut für seine Performances geradezu radikale Apparate aus Regel, Uhr, Raum und Körper. Die Stechuhr misst nicht einfach eine bereits vorhandene Performance; sie gehört zu den Bedingungen, unter denen diese Performance entstehen kann. Doch der Körper bleibt nicht beliebig durch die Versuchsanordnung definierbar: Müdigkeit, Alterung und Verletzbarkeit besitzen eigene Konsequenzen.";Welche Unterschiede erzeugt eine Versuchsanordnung, und welche Unterschiede bringt der Körper selbst in sie hinein?
