nr;kuenstler_id;kuenstler;theoretiker_id;theoretiker;text;frage
184;bruce-nauman;Bruce Nauman;michel-serres;Michel Serres;Bruce Nauman lässt Bewegungen, Wörter und Bilder in Schleifen zurückkehren. Michel Serres interessiert sich für Passage und für Störungen, die beim Durchgang entstehen. Ein Loop scheint zunächst jede Passage aufzuheben, weil er wieder an seinen Anfang gelangt. Doch Körper, Aufmerksamkeit und Bedeutung kehren nicht unverändert zurück. Jede Runde trägt etwas von der vorherigen mit und fügt eine neue Abweichung hinzu.;Kann eine Wiederholung ohne Störung zurückkehren?
185;felix-gonzalez-torres;Felix Gonzalez-Torres;hannah-arendt;Hannah Arendt;Hannah Arendt verbindet die gemeinsame Welt mit Dingen, die zwischen Menschen Bestand gewinnen. Felix Gonzalez-Torres schafft Werke, deren einzelne Bestandteile gerade nicht dauerhaft sein müssen. Bonbons werden gegessen, Blätter mitgenommen und später ersetzt. Dennoch bleibt ein Werk vorhanden, auf das verschiedene Menschen zu verschiedenen Zeiten Bezug nehmen können. Dauer liegt hier nicht im einzelnen Ding, sondern in einer gemeinsam erhaltenen Form.;Kann ein vergängliches Werk Teil einer gemeinsamen Welt bleiben?
186;william-kentridge;William Kentridge;george-spencer-brown;George Spencer-Brown;William Kentridge zeichnet Figuren, löscht sie und zeichnet auf derselben Fläche weiter. George Spencer-Brown beginnt mit einer Grenze, durch die eine Form überhaupt erst entsteht. Bei Kentridge verschwindet eine gezogene Grenze jedoch nie vollständig. Radieren hinterlässt Schatten, Verschmierungen und Reste, die in die nächste Zeichnung eingehen. Die Unterscheidung kann aufgehoben werden, ohne wieder einen unmarkierten Anfang herzustellen.;Was bleibt von einer gelöschten Grenze?
187;tehching-hsieh;Tehching Hsieh;michel-foucault;Michel Foucault;Michel Foucault untersucht Zeitpläne, Wiederholungen und Kontrollen als Techniken, durch die Körper geordnet werden. Tehching Hsieh setzt sich selbst über lange Zeiträume extremen Regeln aus. Bei der Stechuhrperformance wird jede Stunde zu einer vorgeschriebenen Stelle für den Körper. Der entscheidende Unterschied liegt darin, dass diese Disziplin als künstlerische Regel selbst gewählt und öffentlich gemacht wird. Gerade dadurch wird ihre Wirkung auf den Alltag sichtbar.;Was geschieht, wenn Disziplin selbst gewählt wird?
188;dan-graham;Dan Graham;gregory-bateson;Gregory Bateson;Dan Grahams Spiegel und Videoverzögerungen führen Beobachtungen wieder in die Situation zurück, aus der sie entstanden sind. Gregory Bateson interessiert sich für Rückkopplungen, in denen ein Ergebnis zur Bedingung des nächsten Schritts wird. Bei Graham sieht eine Person nicht nur ein Bild von sich. Dieses Bild verändert, wie sie sich weiter bewegt und beobachtet. Beobachtung wird damit Teil eines Kreislaufs, der seine eigene Situation fortlaufend verändert.;Wann wird Beobachtung zu Rückkopplung?
189;donald-judd;Donald Judd;george-spencer-brown;George Spencer-Brown;George Spencer-Brown beginnt mit einer Unterscheidung, die zwei Seiten voneinander trennt. Donald Judds Arbeiten machen deutlich, dass auch der Abstand zwischen Dingen eine solche Trennung leisten kann. Der Zwischenraum ist nicht bloß leer. Er hält Körper auseinander, bestimmt ihre Beziehung und lässt eine Folge einzelner Formen entstehen. Ohne Abstand würden die Elemente zu einer anderen Form zusammenfallen.;Kann ein Abstand eine Form erzeugen?
190;bruce-nauman;Bruce Nauman;gilbert-simondon;Gilbert Simondon;Gilbert Simondon versteht Individuation als einen Prozess, in dem ein Individuum nicht von Anfang an fertig vorliegt. Bruce Nauman wiederholt körperliche Bewegungen so lange, bis Haltung, Rhythmus und Belastung sich verändern. Die Anweisung bleibt erkennbar, doch der ausführende Körper wird mit jedem Durchgang ein anderer Zustand seiner selbst. Wiederholung stabilisiert die Handlung und verändert zugleich denjenigen, der sie ausführt.;Wird der Körper durch Wiederholung ein anderer?
191;james-turrell;James Turrell;gregory-bateson;Gregory Bateson;Gregory Bateson beschreibt Information als einen Unterschied, der einen weiteren Unterschied macht. James Turrell arbeitet mit Lichtverhältnissen, in denen kleinste Veränderungen erst nach einer Weile wahrnehmbar werden. Ein physikalischer Unterschied allein genügt deshalb nicht. Körper, Anpassung und räumlicher Zusammenhang entscheiden mit, ob er überhaupt als Unterschied erscheint. Information entsteht hier an der Schwelle der Wahrnehmung.;Wann wird ein Lichtunterschied zu Information?
192;william-kentridge;William Kentridge;michel-foucault;Michel Foucault;Michel Foucault versteht Archive nicht als neutrale Speicher der Vergangenheit, sondern als Ordnungen, unter denen etwas sichtbar und sagbar werden kann. William Kentridge greift historische Bilder, Dokumente und politische Erinnerungen auf, zeichnet sie um und setzt sie in neue Folgen. Geschichte erscheint dadurch nicht als fertiger Bestand. Ihre Spuren werden neu angeordnet und erhalten andere Nachbarschaften.;Welche Geschichte erzeugt eine neue Ordnung der Spuren?
193;tehching-hsieh;Tehching Hsieh;gilles-deleuze;Gilles Deleuze;Gilles Deleuze trennt Wiederholung vom bloßen Auftreten des Gleichen. Tehching Hsiehs Regeln treiben diese Unterscheidung ins Extrem. In der Stechuhrperformance kehrt jede Stunde formal dieselbe Handlung zurück, während Körper, Müdigkeit und Lebenszeit unwiderruflich weitergehen. Die strenge Gleichheit der Regel macht sichtbar, wie verschieden jeder einzelne Vollzug ist.;Wie viel Differenz erzeugt dieselbe Stunde?
194;dan-graham;Dan Graham;gilbert-simondon;Gilbert Simondon;Gilbert Simondon beschreibt Individuation als einen Prozess zwischen Individuum und Umgebung. Dan Grahams Pavillons machen eine solche Beziehung unmittelbar sichtbar. Spiegelung, Durchsicht und Standort verändern fortlaufend, was als Beobachter, Gegenüber und Umgebung erscheint. Die betrachtende Person steht nicht einfach vor einer fertigen Situation. Ihre Position entsteht mit der räumlichen Anordnung immer wieder neu.;Entsteht eine Beobachterposition erst im Raum?
195;donald-judd;Donald Judd;jacques-derrida;Jacques Derrida;Donald Judd trennt Körper durch präzise Abstände und macht den Zwischenraum zu einem wesentlichen Teil der Arbeit. Jacques Derrida verwendet den Gedanken des Abstands nicht nur räumlich. Identität entsteht für ihn auch dadurch, dass etwas sich von anderem unterscheidet und nicht vollständig mit sich selbst zusammenfällt. Judds Intervalle geben dieser abstrakten Differenz eine konkrete räumliche Form.;Kann ein Zwischenraum bestimmen, was ein Ding ist?
196;bruce-nauman;Bruce Nauman;claude-shannon;Claude Shannon;Claude Shannon trennt die technische Übertragung einer Nachricht von ihrer Bedeutung. Bruce Nauman wiederholt Wörter und Sätze so lange, dass Klang, Rhythmus und körperliche Anstrengung wichtiger werden können als der ursprüngliche Sinn. Die Folge der Zeichen kann dabei nahezu gleich bleiben, während ihre Wirkung sich verschiebt. Ein stabiler Signalverlauf garantiert keine stabile Bedeutung.;Kann dieselbe Nachricht ihre Bedeutung verlieren?
197;james-turrell;James Turrell;george-spencer-brown;George Spencer-Brown;George Spencer-Brown beginnt Form mit dem Ziehen einer Grenze. James Turrell zeigt, wie wenig dafür manchmal nötig ist. Eine Öffnung, eine Kante oder ein Wechsel der Lichtzone kann ein scheinbar grenzenloses Feld plötzlich als Form erscheinen lassen. Die Grenze fügt dem Licht kein neues Objekt hinzu. Sie macht einen Unterschied sichtbar, der ohne sie anders oder gar nicht wahrgenommen würde.;Wann macht eine Grenze Licht zur Form?
198;william-kentridge;William Kentridge;michel-serres;Michel Serres;Michel Serres interessiert sich für Übersetzungen und Passagen, bei denen etwas den Weg nicht unverändert übersteht. William Kentridge lässt Zeichnung in Film, Projektion, Theater, Musik und Bewegung übergehen. Jeder Medienwechsel erhält etwas und verändert zugleich Rhythmus, Maßstab und Wahrnehmung. Das Werk besitzt deshalb keinen neutralen Kanal zwischen seinen Formen.;Was verändert sich beim Wechsel des Mediums?
199;tehching-hsieh;Tehching Hsieh;claude-shannon;Claude Shannon;Tehching Hsiehs Stechuhrperformance erzeugt eine enorme Folge klarer Zeitstempel. Claude Shannon könnte solche unterscheidbaren Zeichen als übertragbare Information behandeln. Doch der Stempel enthält nicht die Müdigkeit, den Schlafmangel oder die verlorene Bewegungsfreiheit, die zu seiner Herstellung gehören. Hsieh macht sichtbar, wie weit ein präzises Datum von der körperlich verbrachten Zeit entfernt sein kann.;Wie viel Leben passt in einen Zeitstempel?
200;dan-graham;Dan Graham;henri-bergson;Henri Bergson;Dan Grahams Videoverzögerungen teilen Zeit in genau messbare Sekunden. Henri Bergson unterscheidet solche messbare Zeit von gelebter Dauer. Vor dem Monitor treffen beide aufeinander. Zehn Sekunden lassen sich technisch exakt festlegen, während das Erlebnis, sich selbst verspätet wiederzusehen, sich nicht in dieselben Einheiten zerlegen lässt. Die gemessene Verzögerung erzeugt eine Dauer, die anders vergeht als die Uhr.;Wie lang sind zehn Sekunden in der Wahrnehmung?
201;donald-judd;Donald Judd;hannah-arendt;Hannah Arendt;Hannah Arendt gibt den Dingen einer gemeinsamen Welt Bedeutung, weil sie zwischen verschiedenen Menschen Bestand gewinnen können. Donald Judds Objekte sind auf Dauer, Material und präzise räumliche Beziehungen angelegt. Betrachtende kommen und gehen, während dieselben Körper und Abstände erneut zum Bezugspunkt werden. Das Werk verbindet verschiedene Wahrnehmungsmomente durch eine relativ stabile räumliche Ordnung.;Wie stiftet ein Ding gemeinsame Dauer?
202;bruce-nauman;Bruce Nauman;susan-leigh-star;Susan Leigh Star;Susan Leigh Star untersucht Infrastrukturen, die besonders dann unsichtbar bleiben, wenn sie reibungslos funktionieren. Bruce Nauman macht aus einem gewöhnlichen Durchgang häufig das Gegenteil. Enge Korridore, Kameras und räumliche Beschränkungen lassen Breite, Zugang und Kontrolle plötzlich auffallen. Was sonst nur den Weg ermöglicht, wird selbst zum Gegenstand der Wahrnehmung.;Wann wird ein Durchgang zur sichtbaren Infrastruktur?
203;james-turrell;James Turrell;susan-leigh-star;Susan Leigh Star;James Turrells Arbeiten können den Eindruck erzeugen, Licht erscheine beinahe ohne Vermittlung. Susan Leigh Star richtet den Blick dagegen auf die Infrastrukturen, die im Hintergrund einer Erfahrung arbeiten. Architektur, Strom, technische Steuerung und räumliche Abschirmung gehören auch bei Turrell zu den Bedingungen des Sehens. Gerade weil sie kaum auffallen, kann das Licht so unmittelbar erscheinen.;Was muss im Hintergrund funktionieren, damit Licht unmittelbar erscheint?
204;william-kentridge;William Kentridge;heinz-von-foerster;Heinz von Foerster;William Kentridge zeichnet, löscht und arbeitet auf den Resten der vorherigen Zeichnung weiter. Heinz von Foerster beschreibt rekursive Prozesse, deren Ergebnisse wieder in die Bedingungen der nächsten Operation eingehen. Kentridges Blatt funktioniert genau so, ohne zu einem geschlossenen Kreislauf zu werden. Jede neue Zeichnung reagiert auf eine Oberfläche, die durch die vorherige bereits verändert wurde.;Wann beginnt ein Bild auf seine eigene Geschichte zu reagieren?
205;tehching-hsieh;Tehching Hsieh;michel-serres;Michel Serres;Tehching Hsieh entwirft Regeln, die möglichst ohne Ausnahme über lange Zeit gelten sollen. Michel Serres interessiert sich für Störung und dafür, dass ein Kanal oft gerade durch seine Unterbrechungen sichtbar wird. Bei Hsieh bedrohen Schlaf, Müdigkeit, Krankheit und Alltag fortwährend die reine Fortsetzung der Regel. Die mögliche Störung gehört deshalb zur Performance, auch wenn sie vermieden werden soll.;Wann macht eine Störung die Regel sichtbar?
206;mona-hatoum;Mona Hatoum;gregory-bateson;Gregory Bateson;Mona Hatoum macht Grenzen körperlich spürbar. Gitter, Käfige und vertraute häusliche Formen können zugleich schützen, einsperren oder bedrohen. Gregory Bateson versteht Information nicht als isolierte Sache, sondern als Unterschied, der innerhalb einer Relation wirksam wird. Eine Grenze trennt deshalb nicht nur zwei Bereiche. Sie verändert auch, welche Beziehungen zwischen ihnen möglich sind. Bei Hatoum wird gerade die Trennung zum Träger einer Information über Nähe, Gefahr und Zugehörigkeit.;Wann wird eine Grenze zur Information?
207;christian-marclay;Christian Marclay;george-spencer-brown;George Spencer-Brown;Christian Marclay verbindet Ton, Film und Bilder durch Schnitte. George Spencer-Brown beginnt ebenfalls mit einem Schnitt, der zwei Seiten einer Form hervorbringt. Doch Marclays Montage zeigt eine zweite Bewegung: Derselbe Schnitt, der Fragmente voneinander trennt, macht ihre neue Verbindung überhaupt erst möglich. Die Grenze liegt nicht zwischen Zusammenhang und Trennung. Sie erzeugt beides zugleich. Montage wäre dann eine Form des Verbindens, die ihre Kraft gerade aus der sichtbaren Unterbrechung gewinnt.;Verbindet der Schnitt, weil er trennt?
208;mona-hatoum;Mona Hatoum;michel-serres;Michel Serres;Mona Hatoums Arbeiten verwandeln Türen, Schwellen, Gitter und Alltagsgegenstände in unsichere Übergänge. Michel Serres interessiert sich für Passagen und dafür, dass Übertragung niemals einfach nur von einer Seite zur anderen führt. Wer eine Grenze passiert, bleibt von ihr nicht notwendig unberührt. Bei Hatoum kann der Übergang selbst riskant, elektrisch, körperlich oder politisch werden. Die Grenze ist dann kein ruhiger Rand zwischen zwei Bereichen, sondern ein Ort, an dem sich das Übertragene verändert.;Was geschieht mit etwas, wenn es eine Grenze passiert?
209;william-kentridge;William Kentridge;gilbert-simondon;Gilbert Simondon;William Kentridge zeichnet, löscht und zeichnet auf derselben Fläche weiter. Frühere Zustände verschwinden nicht vollständig, sondern bleiben als Schatten und Verschmutzungen wirksam. Gilbert Simondon versteht Individuation als einen fortdauernden Prozess, in dem ein Individuum nie völlig abgeschlossen ist. Kentridges Bild besitzt deshalb keine Identität hinter seinen Veränderungen. Es wird gerade durch sie zu diesem Bild. Die Spur eines vergangenen Zustands ist nicht bloß Erinnerung, sondern Material der weiteren Individuation.;Kann eine Spur Teil der Identität bleiben?
210;agnes-martin;Agnes Martin;gilbert-simondon;Gilbert Simondon;Agnes Martins Raster wirken stabil, obwohl ihre Linien, Abstände und Oberflächen nie vollkommen identisch sind. Gilbert Simondon denkt Individuen nicht als fertige Einheiten, sondern als vorläufige Lösungen in einem fortdauernden Prozess. Martins Ordnung könnte deshalb weniger als starres Schema erscheinen denn als fortgesetzte Individuation einer Fläche. Linie für Linie entsteht eine Einheit, deren Identität gerade von kleinen Abweichungen getragen wird. Das Raster hält zusammen, ohne jede Differenz aufzuheben.;Wie viel Abweichung braucht eine stabile Ordnung?
211;louise-bourgeois;Louise Bourgeois;gilbert-simondon;Gilbert Simondon;Louise Bourgeois kehrt zu Räumen, Körperteilen, Elternfiguren und Kindheitserinnerungen immer wieder zurück. Gilbert Simondon würde Identität nicht als unveränderlichen Kern verstehen, der hinter solchen Wiederholungen verborgen liegt. Individuation geschieht weiter. Auch Erinnerung wäre dann nicht nur Rückgriff auf etwas Festgelegtes, sondern Material einer späteren Veränderung. Bei Bourgeois formt Vergangenes neue Figuren, während diese Figuren wiederum verändern, wie Vergangenheit gegenwärtig werden kann.;Wird Erinnerung Teil dessen, was wir werden?
212;felix-gonzalez-torres;Felix Gonzalez-Torres;susan-leigh-star;Susan Leigh Star;Felix Gonzalez-Torres lässt Werke schrumpfen, ergänzt werden, den Ort wechseln und dennoch als dasselbe Werk gelten. Susan Leigh Star zeigt, dass Klassifikationen und Infrastrukturen im Hintergrund mitentscheiden, was überhaupt als dasselbe Objekt behandelt werden kann. Bei Gonzalez-Torres ist Werkidentität deshalb nicht nur eine ästhetische Frage. Inventar, Zertifikat, Ausstellungspraxis und institutionelle Regeln helfen mit, Veränderung als Fortbestand zu lesen.;Wer entscheidet, wann das Werk noch dasselbe ist?
213;sol-lewitt;Sol LeWitt;gregory-bateson;Gregory Bateson;Sol LeWitts Instruktion ist zunächst Information über eine mögliche Handlung. Gregory Bateson interessiert sich dafür, wie Information erst innerhalb von Beziehungen und Kontexten einen Unterschied macht. Eine Anweisung kann deshalb nicht einfach vom Text in die Wand übertragen werden. Ausführende müssen lesen, entscheiden, messen und auf die Situation reagieren. Erst in dieser Kette wird die Regel wirksam. Das Werk entsteht nicht aus Information allein, sondern daraus, dass Information in Handlung übersetzt wird.;Was muss eine Regel mitteilen, um wirksam zu werden?
214;sol-lewitt;Sol LeWitt;claude-shannon;Claude Shannon;Sol LeWitts Instruktionen lassen sich wie Nachrichten übertragen. Claude Shannon fragt danach, wie Information durch einen Kanal gelangt, unabhängig davon, was sie bedeutet. Genau hier wird LeWitt interessant. Eine knappe Anweisung kann ausreichen, um an verschiedenen Orten sehr komplexe Arbeiten hervorzubringen. Doch zwischen übertragener Information und sichtbarem Werk liegen Entscheidungen, Material und Ausführung. Die Instruktion kann technisch stabil bleiben, während ihre Verkörperung variiert.;Wie viel Information braucht ein Werk?
215;sol-lewitt;Sol LeWitt;elena-esposito;Elena Esposito;Sol LeWitts Instruktion existiert, bevor ihre konkrete Ausführung sichtbar ist. Elena Esposito untersucht, wie Zukunft in der Gegenwart durch Erwartungen, Programme und Entscheidungen strukturiert wird, ohne dadurch schon festzustehen. LeWitts Regel macht etwas Ähnliches. Sie begrenzt den Raum möglicher zukünftiger Bilder, ohne jedes Detail vorwegzunehmen. Das Werk ist damit teilweise bestimmt und teilweise noch offen. Seine Zukunft wird organisiert, bevor sie ausgeführt ist.;Wie offen kann eine geregelte Zukunft bleiben?
216;tehching-hsieh;Tehching Hsieh;gregory-bateson;Gregory Bateson;Tehching Hsieh gibt einer alltäglichen Handlung durch einen öffentlich festgelegten Rahmen eine andere Bedeutung. Gregory Bateson beschrieb Kommunikation auch über Rahmen, die anzeigen, wie ein Verhalten zu verstehen ist. Ein Schlag im Spiel ist etwas anderes als derselbe Schlag im Kampf. Ähnlich verändert bei Hsieh der Jahresvertrag, was Stempeln, Warten oder Nichtsprechen bedeutet. Die Regel schreibt der Handlung nicht nur einen Ablauf vor. Sie markiert den Kontext, in dem jede Wiederholung als Teil der Performance lesbar wird.;Was macht eine Handlung zum Teil einer Performance?
217;sol-lewitt;Sol LeWitt;michel-serres;Michel Serres;Sol LeWitts Instruktionen wandern zwischen Sprache, ausführenden Personen, Wand, Werkzeug und Raum. Michel Serres interessiert sich für Passagen, in denen Übertragung niemals völlig verlustfrei bleibt. Auch eine präzise Regel kommt nicht unverändert am Ziel an. Maßstab, Material und lokale Entscheidungen schreiben sich in ihre Ausführung ein. Das bedeutet nicht, dass die Instruktion scheitert. Ihre Identität zeigt sich vielmehr darin, dass sie verschiedene Übersetzungen durchlaufen kann.;Bleibt eine Instruktion auf ihrem Weg dieselbe?
218;roman-opalka;Roman Opalka;george-spencer-brown;George Spencer-Brown;Roman Opalka setzt Zahl auf Zahl und markiert damit jeweils, wie weit die Folge bereits gelangt ist. George Spencer-Brown beginnt mit einer Unterscheidung, die einen markierten von einem unmarkierten Bereich trennt. Bei Opalka liegt jenseits der zuletzt geschriebenen Zahl ein noch nicht vollzogener Fortgang. Mit jeder neuen Zahl verschiebt sich diese Grenze. Was eben Zukunft der Serie war, wird zu ihrer festgelegten Vergangenheit. Zählen erzeugt so fortlaufend einen Unterschied zwischen bereits aktualisiert und noch offen.;Wo beginnt das noch nicht Gezählte?
219;marina-abramovic;Marina Abramović;claude-shannon;Claude Shannon;Marina Abramović kann die Regeln einer Performance in wenigen Sätzen mitteilen. Claude Shannons Informationstheorie erlaubt es, die Übertragung solcher Zeichen von ihrer Bedeutung zu unterscheiden. Die Regel kann vollständig angekommen sein, obwohl das Ereignis, das sie auslöst, noch unbestimmt bleibt. Schmerz, Zögern, Reaktion des Publikums und körperliche Erschöpfung sind nicht in der Nachricht enthalten. Zwischen übertragbarer Instruktion und gelebtem Vollzug öffnet sich ein Überschuss, der nicht mit mehr Information verschwindet.;Was fehlt einer vollständig übertragenen Regel?
220;mona-hatoum;Mona Hatoum;henri-bergson;Henri Bergson;Mona Hatoums Grenzen sind selten nur Linien im Raum. Man muss ihnen ausweichen, vor ihnen warten, sich ihnen nähern oder den eigenen Körper zu ihnen ins Verhältnis setzen. Henri Bergson unterscheidet gelebte Dauer von einer Zeit, die in einzelne messbare Abschnitte zerlegt wird. Hatoums Grenze erhält dadurch eine zeitliche Seite. Sie wird nicht nur gesehen, sondern im Zögern, Umgehen und Durchqueren erlebt. Ein räumlicher Schnitt kann sich als Dauer im Körper fortsetzen.;Wie lange dauert eine Grenze?
221;tehching-hsieh;Tehching Hsieh;george-spencer-brown;George Spencer-Brown;Tehching Hsiehs Performances beginnen und enden an präzise gesetzten Zeitpunkten. George Spencer-Brown beschreibt Form als Ergebnis einer Unterscheidung zwischen zwei Seiten. Hsiehs Vertrag zieht eine solche Grenze mitten durch das Leben: innerhalb und außerhalb der Performance, vorher und nachher. Doch die Grenze bleibt nicht an ihrem Anfang stehen. Sie organisiert jeden folgenden Tag. Ein einmal gesetzter Schnitt beginnt, reale Lebenszeit zu verbrauchen.;Wann beginnt eine Grenze, Zeit zu verbrauchen?
222;christian-marclay;Christian Marclay;susan-leigh-star;Susan Leigh Star;Christian Marclays Montagen setzen voraus, dass Bilder und Töne auffindbar, speicherbar und miteinander kombinierbar sind. Susan Leigh Star untersucht Infrastrukturen gerade dort, wo ihre Leistung hinter dem sichtbaren Ergebnis verschwindet. Hinter einer Arbeit wie The Clock stehen Archive, Formate, Kataloge, Abspieltechnik und institutionelle Abläufe. Die gemeinsame Gegenwart im Ausstellungsraum wird von einer riesigen unsichtbaren Ordnung getragen. Montage verbindet deshalb nicht nur Fragmente, sondern auch Infrastrukturen.;Welche Infrastruktur hält eine Montage zusammen?
223;hanne-darboven;Hanne Darboven;george-spencer-brown;George Spencer-Brown;Hanne Darboven zerlegt Zeit in Zahlen, Daten, Zeilen und wiederkehrende Schreiboperationen. George Spencer-Brown beginnt mit dem Ziehen einer Unterscheidung. Auch ein Kalender lebt davon, dass zwischen diesem und dem nächsten Tag eine Grenze gesetzt wird. Darboven vervielfacht solche Schnitte, bis aus ihnen eine sichtbare Ordnung entsteht. Zeit erscheint damit zugleich als kontinuierliches Vergehen und als Folge künstlich gesetzter Unterschiede.;Was erzeugt der Schnitt zwischen zwei Tagen?
224;mona-hatoum;Mona Hatoum;gilles-deleuze;Gilles Deleuze;Mona Hatoum wiederholt vertraute Formen wie Käfig, Karte, Bett oder Haushaltsgerät, verändert jedoch Maßstab, Material oder Funktion. Gilles Deleuze versteht Wiederholung nicht als Rückkehr des Identischen, sondern als Produktion von Differenz. Gerade deshalb werden Hatoums Grenzen instabil. Die wiederkehrende Form bestätigt nicht, was eine Grenze ist. Sie verschiebt ihre Bedeutung von Schutz zu Bedrohung, von Zuhause zu Ausschluss, von Ordnung zu Unsicherheit.;Was verändert Wiederholung an einer Grenze?
225;mona-hatoum;Mona Hatoum;jacques-derrida;Jacques Derrida;Mona Hatoums Gitter, Karten und häuslichen Formen können in verschiedenen Zusammenhängen völlig unterschiedliche Bedeutungen annehmen. Jacques Derrida verbindet Wiederholbarkeit mit der Möglichkeit, dass ein Zeichen aus seinem ursprünglichen Kontext herausgelöst und anders gelesen wird. Auch eine Grenze bleibt deshalb nicht identisch, nur weil ihre Form wiederkehrt. Derselbe Zaun kann Schutz, Gefangenschaft oder politische Teilung bedeuten. Wiederholung erhält die Form und verschiebt zugleich ihre Lesbarkeit.;Kann dieselbe Grenze an einem anderen Ort dieselbe bleiben?
226;sol-lewitt;Sol LeWitt;gilles-deleuze;Gilles Deleuze;Sol LeWitts Regeln sind wiederholbar, doch ihre Ausführungen fallen nicht vollkommen zusammen. Gilles Deleuze interessiert sich gerade für eine Wiederholung, die Differenz hervorbringt. Bei LeWitt liegt diese Differenz nicht außerhalb der Regel. Sie entsteht durch ihre erneute Anwendung auf andere Wände, Maße, Materialien und Situationen. Dass eine Instruktion wiederholt werden kann, garantiert deshalb keine identischen Ergebnisse. Die Regel produziert eine Familie verwandter, aber nicht gleicher Ereignisse.;Wie viel Differenz verträgt dieselbe Regel?
227;sol-lewitt;Sol LeWitt;heinz-von-foerster;Heinz von Foerster;Sol LeWitt legt häufig Regeln fest, nach denen eine Folge von Entscheidungen oder Operationen ausgeführt wird. Heinz von Foerster interessiert sich für Rekursion, wenn Ergebnisse wieder in spätere Operationen eingehen. Nicht jede LeWitt-Regel ist rekursiv. Dort aber, wo eine gesetzte Linie die Bedingungen für die nächste verändert, kippt die Instruktion vom bloßen Wiederholen in einen Prozess mit Gedächtnis. Das bereits Ausgeführte wird zur Voraussetzung des weiteren Verlaufs.;Wann bekommt eine Regel ein Gedächtnis?
228;sol-lewitt;Sol LeWitt;jacques-derrida;Jacques Derrida;Sol LeWitts Instruktionen können an verschiedenen Orten und zu verschiedenen Zeiten erneut ausgeführt werden. Jacques Derrida nennt diese Wiederholbarkeit Iterierbarkeit. Ein Zeichen muss aus seinem ursprünglichen Zusammenhang herausgelöst werden können, um überhaupt wiederholbar zu sein. Gerade dadurch verändert sich aber sein Kontext. LeWitts Regel bleibt erkennbar, weil sie wiederholt werden kann, und jede Wiederholung setzt sie zugleich anderen räumlichen und materiellen Bedingungen aus.;Kann eine Regel identisch wiederholt werden?
229;felix-gonzalez-torres;Felix Gonzalez-Torres;n-katherine-hayles;N. Katherine Hayles;Felix Gonzalez-Torres trennt Werkidentität von einem unveränderlichen materiellen Bestand. Bonbons verschwinden, Papier wird mitgenommen und später ersetzt. N. Katherine Hayles kritisiert die Vorstellung, Information lasse sich vollständig von ihrer Verkörperung lösen. Genau diese Spannung trägt Gonzalez-Torres' Arbeiten. Die Regel oder das Zertifikat allein ist nicht das Werk, aber auch kein einzelner materieller Zustand reicht aus. Identität verteilt sich zwischen Information und immer neuer Verkörperung.;Wo sitzt die Identität eines materiell wechselnden Werks?
230;sol-lewitt;Sol LeWitt;henri-bergson;Henri Bergson;Sol LeWitts Instruktionen können einen Ablauf in einzelne Schritte zerlegen. Henri Bergson warnt davor, gelebte Zeit mit einer Reihe nebeneinandergelegter Einheiten zu verwechseln. Wer eine Wall Drawing ausführt, erlebt beides zugleich. Die Regel ordnet, was nacheinander geschehen soll, während die Arbeit als unteilbare Dauer erfahren wird. Planung kann Zeit strukturieren, aber sie enthält nicht die Zeit, die ihre Ausführung tatsächlich braucht.;Kann eine Anweisung Dauer ordnen?
231;tehching-hsieh;Tehching Hsieh;heinz-von-foerster;Heinz von Foerster;Tehching Hsiehs langfristige Performances beruhen auf wiederkehrenden Handlungen. Heinz von Foerster beschreibt Rekursion als Rückführung eines Ergebnisses in die Bedingungen der nächsten Operation. Auch bei Hsieh ist die nächste Wiederholung nie völlig voraussetzungslos. Müdigkeit, verpasster Schlaf und die bereits vergangene Zeit verändern den Körper, der die Regel erneut erfüllen muss. Die Regel bleibt gleich, während ihre eigene Ausführung fortlaufend neue Bedingungen erzeugt.;Was verändert jede Wiederholung an der nächsten?
232;felix-gonzalez-torres;Felix Gonzalez-Torres;karen-barad;Karen Barad;Felix Gonzalez-Torres' Werke entstehen in einer Anordnung aus Material, Ausstellungsraum, Regeln und Handlungen des Publikums. Karen Barad bezeichnet Relationen, in denen die beteiligten Seiten nicht schon vorher vollständig feststehen, als Intraaktionen. Ein Bonbonhaufen ist deshalb nicht einfach ein fertiges Werk, mit dem Besucher:innen anschließend etwas tun. Entnahme und Ergänzung gehören zu den Bedingungen, unter denen sein jeweiliger Zustand und seine Identität hervorgebracht werden.;Wer oder was stellt das Werk jeweils her?
233;rebecca-horn;Rebecca Horn;gilbert-simondon;Gilbert Simondon;Rebecca Horn verbindet Körper mit Federn, Stäben, Masken und mechanischen Erweiterungen. Gilbert Simondon denkt Individuation als Prozess zwischen einem Individuum und seinem Milieu. Horns Apparate lassen deshalb offen, wo der fertige Körper beginnen soll. Neue Reichweiten, Widerstände und Bewegungen entstehen erst in der Verbindung. Die Maschine ergänzt nicht einfach einen schon abgeschlossenen Organismus. Körper und Apparat bestimmen sich in ihrem Zusammenspiel neu.;Wo endet der Körper, wenn der Apparat mit ihm entsteht?
